,prozhito_id,sex,occupation_type,relationship_status,education_level,social_class,geographic_type,historical_context,desc_clean
161,1629,M,unknown,unknown,unknown,unknown,urban,unknown,"столяр и стекольщик, волостной организатор смоленской ячейки комсомола. с кон. 1920-х - счетовод в селе смоленское смоленской волости бийского уезда. пропал без вести в марте 1942 года под ленинградом."
162,5348,F,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетельница блокады ленинграда и эвакуации.
163,5376,F,student,unknown,unknown,unknown,unknown,unknown,фольклорист. в годы ведения дневника московская школьница.
164,2575,M,manual_labor,unknown,unknown,working_class,urban,unknown,"эстонец, рабочий, реализатор в райторге n6 (москва). арестован в сентябре 1938 г. по ст. 58-10 ч. ? ук."
165,1800,F,student,unknown,secondary,unknown,urban,unknown,"жительница москвы, в годы ведения дневника - ученица старших классов школы, студентка первого курса университета."
166,465,F,student,unknown,unknown,unknown,unknown,unknown,"в момент ведения дневника - школьница, участница ряда туристических походов."
167,4870,F,unknown,unknown,unknown,unknown,unknown,unknown,"колхозница из подмосковья. проходила свидетелем по делу п.а. антоновой, обвиняемой по ст. 58-10 ч. 2 ук рсфср."
168,9734,F,creative,unknown,unknown,unknown,unknown,unknown,"преподаватель хореографии, театральный режиссер, писатель.&nbsp;"
169,3685,M,unknown,unknown,unknown,unknown,unknown,war_participant,"участник войны. дневник вел с 1943 года - на фронте, на службе в венгрии в 1945 и по возвращении домой в учалинский район басср в 1946."
170,4069,F,student,unknown,advanced,unknown,urban,unknown,"уроженка могилева, в период ведения дневника - студентка мгу (1972-1977), после - сотрудница бийского пединститута. кандидат исторических наук."
171,611,M,creative,unknown,unknown,unknown,unknown,unknown,"музыкант. в годы ведения дневника - учащийся одесской консерватории, скаут."
172,2467,M,unknown,unknown,unknown,unknown,urban,war_participant,экономист. во время ведения дневника - офицер 3 дивизии армии народного ополчения фрунзенского района ленинграда. участник великой отечественной войны.
173,1484,F,creative,unknown,unknown,unknown,unknown,unknown,"детская писательница, работала корреспондентом в газетах &laquo;правда&raquo;, &laquo;известия&raquo;, &laquo;гудок&raquo; и др."
174,2465,F,administrative,unknown,unknown,unknown,urban,blockade_witness,во время ведения дневника - заведующая отделом пропаганды и агитации рк вкп(б) московского района ленинграда. свидетельница блокады ленинграда.
175,5723,F,unknown,married,higher,unknown,unknown,unknown,доктор химических наук. сотрудница института нефтехимического синтеза им. а. в. топчиева в москве. вела дневник в 1979 году во время поездки на кубу. жена кореца о. н.
176,3310,M,intellectual,married,advanced,unknown,urban,unknown,"профессор мпиия. муж де-метц (карповой) т. г., отец черемисиной (карповой) м. и. и заславской (карповой) т. и., зять де-метца г. г."
177,3265,F,student,married,secondary,unknown,urban,unknown,"во время ведения дневника &ndash; гимназистка. дочь де-метца г. г., жена карпова и. в., мать черемисиной (карповой) м. и. и заславской (карповой) т. и."
178,6732,F,unknown,unknown,unknown,unknown,unknown,unknown,участница туристического похода по оби в составе ученической группы в 1954 году под руководством с. н. болдырева.
179,1825,F,student,unknown,unknown,unknown,unknown,unknown,во время ведения дневника &mdash; школьница. рукопись найдена в 1942 году на развалинах.
180,2323,M,military,unknown,unknown,unknown,unknown,unknown,"кадровый военный. полковник, командир танково-самоходного полка. в годы ведения дневника: капитан, командир автотранспортного батальона, далее - начальник штаба танкового полка."
181,2574,M,student,unknown,higher,unknown,urban,unknown,"комсомолец, студент филологического факультета московского государственного института истории, философии и филологии, лектор и педагог. в 1938 году арестован по обвинению в контрреволюционной агитации, но позже оправдан по суду."
182,2758,M,administrative,unknown,unknown,middle_class,unknown,unknown,служащий конторы катавского металлургического завода. вел дневник в 1885-1919 годах. умер после 1919.
183,7883,M,unknown,unknown,unknown,unknown,unknown,unknown,обер-ефрейтор из 12-й пехотной дивизии вермахта.
184,6047,F,intellectual,unknown,higher,unknown,urban,unknown,врач. жительница нижнего новгорода. выпускница медицинского факультета нижегородского государственного университета. участница войны.
185,1285,F,student,married,unknown,unknown,unknown,unknown,лингвистка. жена в. борщева. в годы ведения дневника - школьница.
186,7072,F,student,unknown,unknown,unknown,unknown,unknown,петербургская школьница.
187,590,F,creative,unknown,unknown,unknown,unknown,unknown,"поэтесса, педагог, библиотекарь, редактор отдела информации в свердловском нии черных металлов."
188,1878,M,intellectual,unknown,higher,unknown,unknown,war_participant,"историк, преподаватель иркутского государственного университета, исследователь декабризма и истории сибири, общественный деятель, участник великой отечественной войны."
189,9083,M,unknown,unknown,unknown,unknown,urban,unknown,шахтер. житель киселевска (кемеровская область). погиб на шахте.
190,974,F,student,unknown,vocational,unknown,unknown,unknown,"школьница, абитуриентка, после - студентка училища им. гнесиных. дневники вела в 1991-1997 годах, далее разрозненно вплоть до 2002, когда появился живой журнал."
191,257,M,unknown,unknown,unknown,unknown,unknown,unknown,"водитель и автомеханик. фотограф-любитель, охотник и рыбак."
192,2186,M,military,family_member,secondary,unknown,urban,unknown,лейтенант-артиллерист. во время ведения дневника &mdash; ученик 9 класса средней школы № 7 г. никитовки. участник вов.
193,6465,M,unknown,unknown,unknown,unknown,urban,unknown,житель ленинграда.
194,2073,M,student,unknown,unknown,unknown,unknown,unknown,во время ведения дневника &mdash; студент 2-го курса кожтехникума в москве. в 1934 году был арестован по ст. 58-10 ук рсфср. находился в заключении 2 года. умер после 1936.
195,1714,F,administrative,unknown,unknown,unknown,urban,unknown,"бухгалтер в колхозе, жительница деревни сия (холмогорский район архангельской области)."
196,2884,M,intellectual,unknown,unknown,unknown,urban,unknown,журналист и редактор. в годы войны сотрудник ленинградского областного отделения тасс. дневники вел в партизанском отряде и после выхода на пенсию.
197,6659,M,intellectual,unknown,secondary,unknown,urban,unknown,"кокоулин борис васильевич (р. 1933) - учитель истории шрм пос. цементный невьянского р-на свердловской области, внештатный корреспондент невьянской городской газеты &quot;звезда&quot; родился 18 февраля 1933 года в дер. першонки павинского р-на северной обл. (ныне костромская обл.). окончив в 1953 г. школу, обучался на бухгалтерских курсах в г. кострома, затем заочно в вологодском кооперативном техникуме. работал с 1954 г. в системе потребкооперации павинского р-на бухгалтером. в 1958-1963 гг. обучался на истфаке уральского госуниверситета. после окончания работал учителем истории в благовещенской сельской школе туринского р-на до 1966 г., затем в шрм поселка цементный невьянского р-на свердловской обл. состоял внештатным корреспондентом невьянской городской газеты &quot;звезда&quot;, публиковался в &quot;учительской газете&quot;, журналах &quot;политическая агитация&quot; и &quot;уральский следопыт&quot;. награжден медалью &quot;за доблестный труд. в ознаменование 100-летия со дня рождения владимира ильича ленина&quot;. &quot;выпускал с учениками журнал &quot;нейва&quot;, но власти его &quot;закрыли&quot;&quot; (цит. по автобиографии б. в. кокоулина)"
198,996,F,administrative,unknown,unknown,unknown,unknown,unknown,"экономист, бухгалтер. дневник ведет с 1996 года."
199,1977,F,student,unknown,higher,unknown,urban,blockade_witness,свидетельница блокады ленинграда. во время ведения дневника - студентка библиотечного факультета института им. н.к. крупской.
200,3904,M,manual_labor,unknown,unknown,unknown,unknown,war_participant,железнодорожник. участник войны.
201,5763,M,military,unknown,unknown,unknown,unknown,war_participant,старший сержант. участник войны. вел дневник в 1944 - 1945 годах.
202,1998,F,intellectual,unknown,unknown,unknown,urban,blockade_witness,"искусствовед, сотрудница русского музея и эрмитажа. свидетельница блокады ленинграда."
203,2296,M,creative,unknown,unknown,working_class,unknown,unknown,"податной инспектор. писатель, художник, беллетрист и юморист. сотрудник ряда издательств, в т.ч. белая русь, будильник, биржевые ведомости, жало, крестьянин, нева и пр. умер после 1928."
204,2452,M,administrative,unknown,unknown,unknown,unknown,unknown,"живописец, монументалист, мастер портрета, реставратор и педагог."
205,5626,F,student,unknown,higher,unknown,unknown,unknown,из крымчакской семьи. родилась в амурской области. в период ведения дневника студентка инженерно-строительного института в ростове-на-дону.
206,5186,M,unknown,unknown,unknown,unknown,unknown,war_participant,участник первой мировой войны. вел дневник в 1914 - 1916 годах.
207,6922,M,intellectual,unknown,higher,unknown,unknown,unknown,"историк и краевед, педагог, специалист по истории и археологии урала, автор ряда археологических находок, сделанных при раскопках русских поселений на урале, относящихся к средневековью и новому времени. сотрудник исторического факультета пггпу."
208,2583,M,student,unknown,unknown,unknown,unknown,unknown,"скрипач, учащийся тбилисской государственной консерватории, участник эстрадных оркестров. умер до 2004."
209,2034,F,student,unknown,secondary,unknown,unknown,unknown,"ученица в школе, позже - студентка мгпи им. в. п. потёмкина. экскурсовод в музее горького, затем - редактор издательства &quot;наука&quot;."
210,5692,M,student,unknown,secondary,unknown,urban,unknown,уроженец города лысьва пермской области. в период ведения дневника учащийся школы города темиртау (казахская сср).
211,3430,M,creative,unknown,unknown,unknown,unknown,unknown,"художник-график, внештатный сотрудник ряда советских издательств. из дворян."
212,7767,F,unknown,unknown,secondary,unknown,urban,unknown,участница летней практики отряда &quot;лучики&quot; пионерского городского лагеря &quot;солнышко&quot; при школе №35 г. пермь в июне 1982 г.
213,2685,F,intellectual,unknown,unknown,unknown,unknown,unknown,"участница второй мировой войны, медсестра."
214,7484,M,technical,unknown,secondary,unknown,unknown,war_participant,"участник великой отечественной войны, герой советского союза. окончил школу и пермское реальное училище в 1910 году. во время учёбы занимался музыкой в оркестре ария пазовского. после его окончания учился на строительном факультете санкт-петербургского политехнического института. в 1914 году, после начала первой мировой войны, был призван с последнего курса института на службу в русскую императорскую армию. окончил ускоренный курс павловского военного училища в 1915 году. участвовал в боях первой мировой войны, с мая 1915 года был помощником корпусного инженера 14-го армейского корпуса на западном фронте. был ранен. дослужился до чина поручика. в апреле-октябре 1919 года служил в армии адмирала а. в. колчака."
215,5812,F,administrative,unknown,unknown,unknown,urban,blockade_witness,"педагог, редактор. во время великой отечественной войны - сотрудница литиздата, директор и главный редактор учпедгиза. свидетельница блокады ленинграда."
216,6559,M,intellectual,unknown,unknown,unknown,urban,unknown,"литературовед, педагог. во время блокады ленинграда - лектор в доме красной армии."
217,964,M,creative,unknown,unknown,unknown,urban,unknown,"профессиональный музыкант, баянист. поэт и прозаик. житель г. северска."
218,6093,M,technical,unknown,higher,unknown,urban,unknown,инженер-строитель. житель москвы. вел дневник во время 4-й комплексной антарктической экспедиции академии наук ссср в 1959 году.
219,6084,M,intellectual,unknown,secondary,unknown,urban,unknown,житель москвы. преподаватель английского языка в мгу и в средней школе.
220,9342,F,unknown,parent,unknown,unknown,urban,unknown,уроженка сморгони. училась в лондоне и антверпене. находилась в бельгии во время нацистской оккупации. в 1943 году арестована. погибла в концлагере равенсбрюк. вела дневник в 1939 - 1943 годах. мать стеллы никифоровой.
221,3068,M,student,unknown,unknown,unknown,unknown,unknown,"молодой человек, отправленный на оборонительные работы вместе со студентами мэи (1941)."
222,1249,F,unknown,unknown,unknown,unknown,unknown,unknown,свидетельница немецкой оккупации старой руссы. погибла в советском лагере от пеллагры.
223,1034,F,intellectual,unknown,higher,unknown,unknown,unknown,"аспирантка, затем - младший научный сотрудник сектора этнографии сибири института этнографии ан ссср, исследователь крайнего северо-востока азии."
224,9755,F,unknown,unknown,vocational,unknown,urban,unknown,жительница уфы. выпускница отделения инструментального исполнительства уфимского училища искусств и кафедры композиции уфимского института искусств. вела дневник в 1979 году.
225,9736,F,unknown,unknown,vocational,unknown,urban,unknown,жительница уфы. выпускница уфимского авиационного техникума. в 1958 - 1994 годах&nbsp;работала на уфимском агрегатном производственно-конструкторском объединении имени 50-летия ссср. вела дневник в 1970 году.&nbsp;
226,5686,M,technical,unknown,unknown,unknown,urban,blockade_witness,зубной техник. свидетель блокады ленинграда и эвакуации.
227,7176,M,intellectual,unknown,unknown,unknown,unknown,unknown,"учитель, бухгалтер, литсорудник газеты &laquo;красный север&raquo;. во время войны &ndash; майор, помощник начальника штаба артиллерии стрелковой дивизии."
228,2416,M,technical,unknown,unknown,unknown,unknown,unknown,"механик в балтийском морском пароходстве, дневник вел во время заграничных плаваний."
229,5970,M,manual_labor,unknown,unknown,working_class,urban,war_participant,"рабочий, свидетель блокады ленинграда. участник войны и узник лагеря для военнопленных."
230,982,M,intellectual,unknown,unknown,unknown,unknown,unknown,"школьник, затем - студент. химик, закончил уральский госуниверситет имени горького в 1971 г."
231,7753,M,manual_labor,unknown,unknown,working_class,unknown,unknown,"красноармеец 3-го полка московских рабочих, затем 664-го стрелкового полка 130-й стрелковой дивизии. после войны работал инженером в институте азотной промышленности, затем в государственном комитете по науке и технике и подразделениях госплана ссср."
233,9757,F,student,unknown,secondary,unknown,unknown,unknown,"школьница, учившаяся в 36-й средней школе в ростове-на-дону в 1930-е годы."
234,325,M,intellectual,unknown,unknown,unknown,unknown,unknown,"литературный критик, литературовед."
235,3446,M,intellectual,unknown,unknown,unknown,urban,blockade_witness,геолог. свидетель блокады ленинграда.
236,5382,M,intellectual,unknown,secondary,unknown,unknown,unknown,учитель истории в московской школе. вёл дневники с конца 1950-х гг.
237,6886,M,student,unknown,vocational,unknown,unknown,unknown,курсант ростовского артиллерийского училища.
238,1328,F,intellectual,unknown,secondary,unknown,unknown,unknown,"советский и российский журналист, в 1970&ndash;1980-е годы автор редакционного раздела &laquo;литературной газеты&raquo;, посвящённого семье, детям и школе. автор книги &quot;детская тайна&quot; (м., 1989)."
239,1940,F,technical,unknown,unknown,unknown,unknown,unknown,"инженер-конструктор на предприятии по проектированию заводов химической промышленности. вела дневник наблюдений за детьми - своей дочерью наталией, позднее - внучкой яной."
240,6419,M,military,unknown,unknown,unknown,unknown,unknown,"народный комиссар, затем министр цветной металлургии ссср (в 1940 - 1957 и в 1965 - 1986 годах). автор воспоминаний о пребывании м. с. горбачева в норильске 14 сентября 1988 года."
241,1202,M,intellectual,unknown,higher,unknown,unknown,unknown,"метеоролог, профессор гидрометеорологического института, старший специалист центрального бюро погоды. погиб в ухтпечлаге. дневники вел во второй половине 1920-х."
242,6924,M,intellectual,unknown,unknown,unknown,unknown,war_participant,"пермский библиофил, коллекционер, краевед, участник войны. вел дневник в 1929 году."
243,8740,F,intellectual,unknown,secondary,unknown,unknown,unknown,"работала на дальнем востоке (благовещенск) в отделе статистики на таможне, учительницей в женской гимназии. позже - учительница в школе для взрослых и студентка пединститута в ростове-на-дону."
244,5096,F,unknown,unknown,unknown,unknown,unknown,unknown,"москвичка, пенсионерка. дневник вела в 1990-е."
245,1552,M,unknown,unknown,unknown,unknown,unknown,war_participant,во время ведения дневника &mdash; участник первой мировой войны умер после 1954.
246,1943,M,student,unknown,unknown,unknown,unknown,unknown,"полковник, заместитель начальника подразделения по политической части. во время ведения дневника &mdash; студент педагогического вуза. записи вел в 1921&ndash;1928&nbsp; гг."
247,2659,M,student,unknown,unknown,unknown,urban,unknown,студент архитектурного рабфака в москве. арестован в июне 1937 г. по политическому обвинению. судом отправлен на принудительное психиатрическое лечение.
248,1892,M,unknown,unknown,unknown,unknown,urban,unknown,"подросток, житель морозовского дома-изолятора для детей с инвалидностью (1926)."
249,3572,F,unknown,unknown,higher,unknown,unknown,unknown,выпускница института культуры. москвичка.
250,3327,M,creative,unknown,unknown,unknown,urban,unknown,дизайнер и писатель. житель москвы. во время ведения дневника - школьник.
251,2609,F,intellectual,unknown,secondary,unknown,unknown,unknown,учитель русского языка и литературы. классная руководительница 5 &laquo;ж&raquo; в московской женской школе № 547. супруга владислава зименко. в годы ведения дневника - школьница и студентка.
252,1960,M,intellectual,unknown,advanced,unknown,urban,unknown,"историк, правовед, общественный деятель, академик вуан. в момент ведения дневника (1922-1924) - заключенный ивановского лагеря, г. москва."
253,7961,M,technical,unknown,unknown,unknown,urban,war_participant,"уроженец сормово нижегородской губернии. выпускник мэис. до войны работал начальником отдела московской городской радиотрансляционной сети. участник войны. с 1945 г. &ndash; ответственный сотрудник ряда кб, занимавшихся разработкой авиационной военной техники, с 1960-х годов &ndash; сотрудник военно-промышленной комиссии совета министров ссср."
254,6684,M,intellectual,unknown,secondary,unknown,urban,unknown,"окончив в 1940 г. шарьинскую среднюю школу № 21, работал в редакции районной газеты &quot;шарьинская коммуна&quot; корректором, литсотрудником до направления на учебу в московское военно-инженерное училище. участвовал в великой отечественной войне, демобилизован в 1942 г. после потери зрения в результате ранения. окончил в 1947 г. истфак молотовского пединститута. работал ассистентом, ст. преподавателем, с 1960 г. доцентом кафедры истории ссср, затем кафедры истории кпсс истфака пгпи до 1981 г. кандидат исторических наук с 1953 г. занимался общественной деятельностью, состоял членом вос, воопик, всесоюзного добровольного общества любителей книги, общества &quot;знание&quot; и др. награжден медалями и орденами"
255,7359,F,technical,unknown,secondary,unknown,unknown,unknown,"инженер. вела дневник в 1929 - 1993 годах. во время ведения дневника ученица тамбовской школы, студентка миси, сотрудница проектных организаций в москве и тамбове."
256,972,F,unknown,unknown,higher,unknown,urban,unknown,"родилась в г. новозыбков, окончила естественное отделение физико- математического факультета высших женских курсов. один из основоположников флористики в ссср, автор оригинального метода засушивания растений с сохранением цвета и формы. участвовала во многих выставках, оформляла павильоны на всхв, имела учеников."
257,2342,M,creative,unknown,unknown,unknown,unknown,war_participant,"молдавский писатель, драматург, публицист. участник войны. дневник вел во второй половине 1940-х. приговорен к 10 годам заключения, дневник был изъят при обыске."
258,6940,F,student,unknown,unknown,unknown,unknown,unknown,школьница. участница пермского туристско-краеведческого кружка &quot;голубые дали&quot;. вела дневник туристического похода в 1976 году.
259,3023,M,unknown,unknown,unknown,unknown,unknown,unknown,моряк-подводник.
260,4884,F,unknown,unknown,secondary,unknown,unknown,unknown,ученица музыкального класса школы №134 в новосибирске. вела дневник в 1988 - 1990 годах.
261,6804,M,unknown,unknown,unknown,unknown,unknown,war_participant,"участник войны, зав. делопроизводством строевой части 618 ст.п. 215 ст.д. вел дневник в 1941 - 1943 годах."
262,2437,M,creative,unknown,higher,unknown,unknown,unknown,"адвокат и правозащитник, поэт, писатель. в 1953 окончил юридический факультет томского университета. последующие 50 лет работал адвокатом в томске и в томской области (гор. асино и с. зырянском)."
263,2459,F,creative,married,unknown,unknown,urban,blockade_witness,"художница, детская писательница. свидетельница блокады ленинграда. третья жена матюшина м. в."
264,988,M,creative,unknown,unknown,unknown,unknown,unknown,"поэт, драматург, киносценарист, кинорежиссёр, киноактёр, художник, редактор журналов «леф» («левый фронт»), «новый леф»."
265,2451,F,student,unknown,unknown,unknown,urban,blockade_witness,сотрудница комбината ленторгреклама. во время ведения дневника - ленинградская школьница. свидетельница блокады ленинграда.
266,5112,M,unknown,unknown,unknown,unknown,urban,unknown,сотрудник ленинградского почтамта. представитель дворянского рода мельгуновых.
267,158,M,intellectual,unknown,unknown,unknown,unknown,unknown,"филолог, преподаватель."
268,1271,M,technical,unknown,unknown,unknown,unknown,unknown,"москвич, инженер в московском губсовдепе, гэт, затем на электрозаводе, после в главмашстрое. умер после 1963."
269,4175,F,unknown,unknown,unknown,unknown,unknown,unknown,из дворянской семьи. работала воспитательницей в детском доме. в годы ведения дневника находилась в эвакуации.
270,3662,M,student,unknown,unknown,unknown,urban,blockade_witness,во время ведения дневника - ленинградский школьник. свидетель блокады ленинграда.
271,2266,M,creative,unknown,unknown,unknown,unknown,unknown,"писатель, философ. по образованию биолог-биохимик. дневники ведутся с 1966 года."
272,4641,M,student,unknown,higher,unknown,urban,unknown,студент ленинградского лесного института. вел дневник в 1925 году во время летней практики.
273,8769,M,intellectual,unknown,unknown,unknown,urban,unknown,"революционер, политик, публицист, автор работ по философии и научному атеизму, драматург. вел дневник во время пребывания в нервно-психиатрическом санатории &quot;сокольники&quot;."
274,5190,M,administrative,unknown,unknown,middle_class,urban,war_participant,уроженец села краснокумка ставропольского края. участник войны. до 1955 года военнослужащий в погранвойсках на границе с румынией.
275,1973,M,administrative,unknown,unknown,unknown,unknown,war_participant,"часовой мастер. участник первой мировой войны, вместе со своей воинской частью оказался в австрийском плену в концлагере в дунайской стреде, венгрия, где и вел дневник."
276,4321,M,student,unknown,unknown,unknown,urban,unknown,"студент архитектурного вуза. в момент ведения дневника сопровождает груз подарков, собранный в петрограде для солдат на фронте."
277,424,M,intellectual,unknown,unknown,unknown,unknown,unknown,"учитель физики и математики, артиллерист 223 гаубичного полка 85-й челябинской стрелковой дивизии."
278,5664,F,student,unknown,unknown,unknown,unknown,unknown,"абитуриентка, затем студентка матмеха лгу."
279,5499,F,student,unknown,higher,unknown,urban,blockade_witness,во время ведения дневника - студентка ленинградского технологического института. свидетельница блокады ленинграда.
280,7483,M,intellectual,child,secondary,unknown,urban,unknown,"одился 12 апреля 1899 года в москве. в 1906 г. вместе с семьёй переехал на урал, в 1913 г. - в пермь. в 1916 г. окончил пермское алексеевское реальное училище и был принят в пермское отделение государственного банка. записался вольнослушателем на открывающееся 14 октября 1916 г. в г. перми отделение петроградского университета. в 1923 г. закончил историко-филологический факультет пермского университета. до 1940 г. был учителем русского языка и литературы в пермском финансово-экономическом техникуме, в 1940-1942 гг. - в школе № 1 г. перми. в 1943 г. мобилизован на фронт и зачислен в интендантскую службу, участвовал в великой отечественной войне на территории украинской сср, румынии, венгрии, австрии. в 1946 г. демобилизован. в 1946-1962 гг. работал директором школы № 19 г. перми. за заслуги в области образования в 1949 г. награждён знаком &quot;отличник народного просвещения&quot;, в 1959 г. удостоен звания &quot;заслуженный учитель школы рсфср&quot;. в 1955-1961 гг. избирался депутатом пермского городского совета депутатов трудящихся. после выхода на пенсию в 1961 году вел на общественных началах факультативы по искусству в школе № 19 и детском доме № 3. в течение 25 лет в детском саду № 276 работал с педагогами над темой &laquo;природа и дети&raquo;. принимал участие в научно-практических конференциях учителей. писал воспоминания и краеведческие очерки. рукописи хранятся в гапо, архиве пермского областного краеведческого музея, архиве музея пермского университета, в личных архивах краеведов. в 1999 г. на здании школы № 19 в честь 100-летнего юбилея замечательного педагога открыта мемориальная доска. молодцов василий васильевич умер 10 февраля 1996 года в перми."
281,9737,M,student,unknown,higher,unknown,urban,unknown,житель нижнего новгорода. во время ведения дневника школьник и студент факультета вычислительной математики и кибернетики горьковского государственного университета.&nbsp;
282,4070,M,technical,unknown,unknown,unknown,urban,unknown,"инженер, житель салтыковки (подмосковье). родился в дворянской семье, работал в стальпромеханизации. репрессирован за издание любительского сатирического журнала &quot;зубоскал&quot;. после освобождения - юрист."
283,2259,M,technical,unknown,unknown,unknown,unknown,unknown,"старший лейтенант, механик-водитель."
284,4020,F,unknown,unknown,higher,unknown,unknown,unknown,во время ведения дневника &mdash; старший лаборант в кабинете методики русского языка института методов обучения академии педагогических наук рсфср.
285,2377,F,student,unknown,unknown,unknown,urban,unknown,"жительница смоленска, школьница, позже - сотрудница библиотеки. дневник начала вести в момент эвакуации из смоленска."
286,359,M,intellectual,unknown,advanced,unknown,unknown,unknown,"литературовед, доктор филологических наук, профессор."
287,1615,M,unknown,unknown,unknown,unknown,urban,blockade_witness,"родился в 1890-х. пенсионер, свидетель блокады ленинграда."
288,6434,F,student,family_member,unknown,unknown,unknown,unknown,школьница из уфы. сестра михаила балашова. вела дневник в 1957 - 1962 годах.
289,2890,F,student,unknown,unknown,unknown,unknown,unknown,школьница. дневник вела в эвакуации под елабугой. воспитанница анны мойжес.
290,948,M,unknown,unknown,unknown,unknown,unknown,unknown,"казак, принимал участие в гражданской войне на стороне белых. дневник велся в 1921-1922 годах в приморье во время боевых действий."
291,2480,M,intellectual,unknown,unknown,unknown,urban,blockade_witness,"инженер, преподаватель фзу. свидетель блокады ленинграда."
292,7765,M,unknown,unknown,secondary,unknown,urban,unknown,дневник городского пионерского отряда &quot;солнышко&quot; при школе №35 г. пермь. велся в июле 1985 г.
293,7777,M,unknown,unknown,unknown,unknown,unknown,unknown,дневник лагеря труда и отдыха &quot;юность&quot;. велся в июне 1980 г.
294,9376,M,unknown,unknown,unknown,unknown,unknown,unknown,"заместитель политрука, вёл дневник в декабре 1941 года."
295,8808,M,unknown,unknown,unknown,unknown,unknown,unknown,"дневник неизвестного красноармейца, отправленного на северо-западный фронт в феврале 1942 года."
296,2068,F,unknown,unknown,unknown,unknown,urban,unknown,"девочка, курсистка бестужевских курсов в петрограде. дневник описывает события 1916-1917 гг."
297,3047,F,intellectual,unknown,secondary,unknown,urban,unknown,"молодая девушка, учительница физики, по распределению попавшая в школу в город тайга (кемеровская область). дневник вела в 1953 -1956 годах."
298,1245,F,unknown,unknown,unknown,unknown,unknown,unknown,девичий дневник (предположительно - школьницы).
299,6683,M,unknown,unknown,unknown,unknown,unknown,unknown,дневник похода пермских школьников по местам боевой славы в 1968 году.
300,9575,N,unknown,parent,unknown,unknown,unknown,unknown,родитель игоря бондаренко.
301,383,M,manual_labor,unknown,unknown,working_class,unknown,unknown,"крестьянин, поденный рабочий на селекционно-генетической станции имени и. в. мичурина."
302,1907,M,unknown,unknown,unknown,unknown,unknown,unknown,"москвич. дневник охватывает события 1990 года, был найден в заброшенном доме в центре москвы."
303,7409,M,unknown,unknown,unknown,unknown,unknown,unknown,партизан. вёл дневник на территории псковской области в 1942 году.
304,5641,M,unknown,unknown,unknown,unknown,unknown,war_participant,красноармеец. участник войны.
305,6126,M,unknown,unknown,unknown,unknown,unknown,unknown,подросток. вел дневник летом 1909 года во время поездки по волге.
306,2571,M,unknown,unknown,unknown,unknown,unknown,unknown,смотритель кордона унана в кроноцком заповеднике (камчатка). дневник вел во время одиночной зимовки 1994-1995 годов.
307,8809,M,unknown,unknown,unknown,unknown,urban,unknown,океанолог. вел дневник в 1950 - 1951 годах во время высокоширотной экспедиции &quot;с-5&quot; (дрейфующая станция).
308,5931,F,intellectual,unknown,higher,unknown,unknown,unknown,"лингвист, доктор филологических наук, профессор (с 1992), член-корреспондент ран (с 2000). с 1960 года сотрудница института славяноведения ран. в 2002 - 2015 годах главный редактор журнала &quot;вопросы языкознания&quot;."
309,2457,M,administrative,unknown,unknown,unknown,urban,blockade_witness,управляющий промкомбинатом октябрьского района ленинграда. свидетель блокады ленинграда.
310,965,M,technical,unknown,higher,unknown,unknown,unknown,"выходец из бедняцкой семьи. окончил московский институт инженеров геодезии, аэрофотосъемки и картографии, инженер, астроном-геодезист. провел более 20 лет в северных экспедициях (например: верхне-котуйской экспедиции ггу главсевморпути 1939 &ndash; 1941 гг.), где и вел записи."
311,9514,F,unknown,unknown,unknown,unknown,urban,unknown,уроженка ташкента. в 1920-х годах эмигрировала в австрию. вела дневник в 1912 - 1955 годах.
312,3779,M,administrative,unknown,unknown,unknown,unknown,unknown,"советский дипломат, заведующий iv европейским отделом нкид ссср, чрезвычайный и полномочный посол ссср в египте, югославии и греции. с ноября 1944 года работал в посольстве ссср в сша, с 1946 по 1947 чрезвычайный и полномочный посол в сша. с 1950 член ссп ссср. дневник вел с 1924 года до конца жизни."
313,567,F,intellectual,unknown,unknown,unknown,unknown,unknown,преподаватель. дневник вела во время своего пребывания в больнице.
314,5911,F,unknown,unknown,higher,unknown,unknown,unknown,москвичка. травильщица в типографиях академии наук и гознака. с 1987 года смотрительница в музеях кремля.
315,5363,F,unknown,unknown,unknown,unknown,urban,blockade_witness,свидетельница блокады ленинграда. во время ведения дневника работала в госпитале.
316,2790,M,intellectual,unknown,unknown,unknown,unknown,unknown,"учитель труда. во время войны &ndash; техник; заведовал оружием, боеприпасами, а также обучал стрельбе пулемётчиков и снайперов."
317,5595,M,intellectual,unknown,higher,unknown,unknown,unknown,студент биологического факультета лгу. впоследствии - школьный учитель в старой руссе.
318,3899,M,unknown,unknown,unknown,unknown,unknown,unknown,сотрудник союзбургаза и мингазпрома. дневник вел во время заграничной командировки.
319,1216,M,student,family_member,secondary,unknown,urban,unknown,"ученик гимназии №1567, после - студент исторического факультета мгу, аспирант ири ран. сейчас музыкальный критик, член экспертного совета московской филармонии, автор трех книг. дневник ведет с 1989 года."
320,1879,M,intellectual,unknown,vocational,unknown,unknown,unknown,"историк, профессор кафедры мировой истории и международных отношений иркутского государственного университета, почетный работник высшего профессионального образования российской федерации, основатель центра азиатско-тихоокеанских исследований игу."
